day_mon_year,count
2021-10-07,128291
2021-10-08,129710
2021-10-09,127392
2021-10-10,124432
2021-10-11,118242
2021-10-12,117609
2021-10-13,130961
2021-10-14,138888
2021-10-15,131238
2021-10-16,118807
2021-10-17,126082
2021-10-18,135182
2021-10-19,132201
2021-10-20,131376
2021-10-21,131629
2021-10-22,124688
2021-10-23,134280
2021-10-24,127511
2021-10-25,136682
2021-10-26,131147
2021-10-27,133156
2021-10-28,135659
2021-10-29,137258
2021-10-30,109760
2021-10-31,104632
2021-11-01,107694
2021-11-02,108804
2021-11-03,111620
2021-11-04,121171
2021-11-05,115060
2021-11-06,117754
2021-11-07,71008
2021-11-08,73368
2021-11-09,76589
2021-11-10,76577
2021-11-11,79176
2021-11-12,78357
2021-11-13,75510
2021-11-14,73375
2021-11-15,79556
2021-11-16,79456
2021-11-17,79496
2021-11-18,78045
2021-11-19,78340
2021-11-20,73236
2021-11-21,70541
2021-11-22,71229
2021-11-23,71267
2021-11-24,74107
2021-11-25,72986
2021-11-26,72219
2021-11-27,67831
2021-11-28,68179
2021-11-29,77998
2021-11-30,94264
2021-12-01,103556
2021-12-02,123235
2021-12-03,128815
2021-12-04,126468
2021-12-05,124697
2021-12-06,117843
2021-12-07,119120
2021-12-08,121390
2021-12-09,132914
2021-12-10,129881
2021-12-11,119849
2021-12-12,102125
2021-12-13,114434
2021-12-14,129133
2021-12-15,128039
2021-12-16,124104
2021-12-17,97277
2021-12-18,95898
2021-12-19,108062
2021-12-20,119521
2021-12-21,121536
2021-12-22,113220
2021-12-23,110263
2021-12-24,95531
2021-12-25,74109
2021-12-26,72367
2021-12-27,93622
2021-12-28,111895
2021-12-29,110648
2021-12-30,104022
2021-12-31,102614
2022-01-01,103981
2022-01-02,101307
2022-01-03,112256
2022-01-04,112995
2022-01-05,110603
2022-01-06,102502
2022-01-07,106424
2022-01-08,106798
2022-01-09,104451
2022-01-10,103890
2022-01-11,90183
2022-01-12,97696
2022-01-13,102658
2022-01-14,112117
2022-01-15,111261
2022-01-16,100001
2022-01-17,97997
2022-01-18,127787
2022-01-19,89140
2022-01-20,100199
2022-01-21,100257
2022-01-22,101554
2022-01-23,95497
2022-01-24,92169
2022-01-25,90864
2022-01-26,90184
2022-01-27,81313
2022-01-28,72172
2022-01-29,67570
2022-01-30,63219
2022-01-31,64718
2022-02-01,63522
2022-02-02,67620
2022-02-03,68722
2022-02-04,71512
2022-02-05,68618
2022-02-06,70127
2022-02-07,79469
2022-02-08,83370
2022-02-09,90565
2022-02-10,99635
2022-02-11,100956
2022-02-12,97879
2022-02-13,87003
2022-02-14,91525
2022-02-15,94889
2022-02-16,92018
2022-02-17,92074
2022-02-18,90777
2022-02-19,85484
2022-02-20,78677
2022-02-21,87592
2022-02-22,88326
2022-02-23,90670
2022-02-24,98140
2022-02-25,110136
2022-02-26,108550
2022-02-27,105960
2022-02-28,119235
2022-03-01,113729
2022-03-02,122586
2022-03-03,119752
2022-03-04,110292
2022-03-05,103281
2022-03-06,99237
2022-03-07,107223
2022-03-08,107033
2022-03-09,114910
2022-03-10,112333
2022-03-11,111317
2022-03-12,106639
2022-03-13,104757
2022-03-14,109544
2022-03-15,109415
2022-03-16,109297
2022-03-17,96438
2022-03-18,98601
2022-03-19,93605
2022-03-20,93360
2022-03-21,98453
2022-03-22,98142
2022-03-23,99848
2022-03-24,104170
2022-03-25,98014
2022-03-26,95235
2022-03-27,96978
2022-03-28,106325
2022-03-29,109460
2022-03-30,107818
2022-03-31,101173
2022-04-01,98565
2022-04-02,99776
2022-04-03,103691
2022-04-04,109941
2022-04-05,114992
2022-04-06,115136
2022-04-07,119060
2022-04-08,114716
2022-04-09,115400
2022-04-10,116649
2022-04-11,120608
2022-04-12,121616
